"","ref","company_manufacturer","company_location","review_date","country_of_bean_origin","specific_bean_origin_or_bar_name","cocoa_percent","ingredients","most_memorable_characteristics","rating"
"708",1554,"Dark Forest","U.S.A.",2015,"Tanzania","Tanzania","70%","3- B,S,C","intense, sweet, brownie",3
"709",1550,"Dark Forest","U.S.A.",2015,"Venezuela","Ocumare","70%","3- B,S,C","roasty, nutty, sweet",3.25
"710",1554,"Dark Forest","U.S.A.",2015,"Ecuador","Ecuador","70%","3- B,S,C","bold, floral, rum",3.25
"711",1708,"Dark Forest","U.S.A.",2016,"Bolivia","Bolivia","75%","3- B,S,C","mild cherry, fatty",3.25
"712",907,"Davis","U.S.A.",2012,"Blend","West Africa","58%","4- B,S,C,L","nice melt, odd rubber notes",3.25
"713",1093,"Davis","U.S.A.",2013,"Ghana","Ghana","70%","4- B,S,C,L","vanilla, fatty, basic cocoa",2.5
"714",1093,"Davis","U.S.A.",2013,"Dominican Republic","Rainforest","70%","4- B,S,C,L","chalky, vanilla, caramel",2.75
"715",1093,"Davis","U.S.A.",2013,"Venezuela","Venezuela","70%","4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2.75
"716",1462,"De Mendes","Brazil",2015,"Brazil","Nativo, Varzea","72%","3- B,S,C","texture issues, brownie",3.5
"717",1462,"De Mendes","Brazil",2015,"Brazil","Selvagem, Jari","65%","3- B,S,C","one dimensional, brownie",3.5
"718",1832,"De Villiers","South Africa",2016,"Uganda","Bundibugyo District","70%","3- B,S,C","high roast, intense, fatty",2.5
"719",1832,"De Villiers","South Africa",2016,"Madagascar","Sambirano Valley, batch 2477","70%","3- B,S,C","high roast, fruit",3
"720",170,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Madagascar","Madagascar","66%","4- B,S,C,V","sandy, cloying, rich cocoa",2.5
"721",175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Costa Rica","Costa Rica","64%","4- B,S,C,V","dark coffee, cocoa",3
"722",175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ecuador","Ecuador","71%","4- B,S,C,V","cinamon, nutmeg, coffee",3
"723",175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ghana","Ghana","60%","4- B,S,C,V","nutty, simple, sweet",3
"724",180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Papua New Guinea","Papua New Guinea","64%","4- B,S,C,V","waxy, tobacco, smokey",3
"725",180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Peru","Peru","64%","4- B,S,C,V","mild mint, basic cocoa",3
"726",263,"Debauve & Gallais (Michel Cluizel)","France",2008,"Venezuela","Venezuela","66%","4- B,S,C,V","fatty, rich cocoa, roasty",3.75
"727",423,"Debauve & Gallais (Michel Cluizel)","France",2009,"Papua New Guinea","Papua New Guinea","64%","4- B,S,C,V","smokey,chalky,berry,caramel",3
"728",2222,"Definite","Dominican Republic",2018,"Dominican Republic","Elvesia","70%","2- B,S","metallic, dirt/ earthy",2.5
"729",2222,"Definite","Dominican Republic",2018,"Dominican Republic","Duarte Province","70%","2- B,S","dirty, floral, unrefined",2.5
"730",2222,"Definite","Dominican Republic",2018,"Dominican Republic","Duarte Province","80%","2- B,S","mild bitter, fatty, grassy",3
"731",1916,"Desbarres","Canada",2016,"Tanzania","Kilombero, batch 41","72%","2- B,S","vanilla, chemical, rubber",2.5
"732",2422,"Desbarres","Canada",2019,"Guatemala","Monte Grande, batch 178","72%","2- B,S","smokey, roasty, acidic, rich",3
"733",166,"DeVries","U.S.A.",2007,"Costa Rica","Costa Rica","77%","2- B,S","red berry, lingering coffee",3.5
"734",166,"DeVries","U.S.A.",2007,"Dominican Republic","Dominican Republic","77%","2- B,S","sticky, woodsy, rum",3.5
"735",241,"DeVries","U.S.A.",2008,"Bolivia","Bolivian","80%","2- B,S","intense fruit, bitter ending",2.75
"736",661,"Dick Taylor","U.S.A.",2011,"Madagascar","Sambirano","80%","2- B,S","sandy, flat, hint of berry",2.75
"737",682,"Dick Taylor","U.S.A.",2011,"Venezuela","Mantuano","75%","2- B,S","sticky, very roasty, nutty",2.75
"738",769,"Dick Taylor","U.S.A.",2011,"Dominican Republic","La Red","74%","2- B,S","earthy, tart, sour",3
"739",769,"Dick Taylor","U.S.A.",2011,"Ecuador","Ecuador","70%","2- B,S","grassy, tea, late sour",3.25
"740",895,"Dick Taylor","U.S.A.",2012,"Bolivia","Bolivia","75%","2- B,S","dry, mint, medicinal",2.75
"741",1034,"Dick Taylor","U.S.A.",2013,"Ecuador","Ecuador, Choc. Garage Exclusive","70%","2- B,S","oily, black pepper, roasty",3.25
"742",1193,"Dick Taylor","U.S.A.",2013,"Ecuador","Camino Verde","76%","2- B,S","butter, floral, rum",3.5
"743",1235,"Dick Taylor","U.S.A.",2014,"Dominican Republic","Elvesia","74%","2- B,S","mild fruit and spice, roasty",3.5
"744",1634,"Dick Taylor","U.S.A.",2015,"Bolivia","Alto Beni, Wild Harvest, Limited Ed.","70%","2- B,S","sticky, rich, cherry",3.75
"745",1864,"Dick Taylor","U.S.A.",2016,"Vietnam","Tien Giang","78%","2- B,S","tropical berry, intense",3.5
"746",1952,"Dick Taylor","U.S.A.",2017,"Guatemala","Lanquin Estate","70%","2- B,S","blackberry, raisns",3.75
"747",1972,"Dick Taylor","U.S.A.",2017,"Brazil","Fazenda Camboa, Bahia, batch 17009","75%","2- B,S","sticky, roasty nibs, grapes",3.75
"748",2016,"Dick Taylor","U.S.A.",2017,"Solomon Islands","Solomon Is.,batch 17158, N.Vela","72%","2- B,S","well defined, creamy, cherry",4
"749",2258,"Dick Taylor","U.S.A.",2018,"Fiji","Vanua Levu, Matasawalevu","80%","2- B,S","cocoa, tea, malt",3.75
"750",2434,"Dick Taylor","U.S.A.",2019,"Madagascar","Akesson P., Sambirano","72%","2- B,S","sticky, dried fruit, toast, cocoa",3.75
"751",2270,"Dick Taylor","U.S.A.",2019,"Belize","Maya Mtn, Toledo","72%","2- B,S","creamy, sticky, dried fruit",4
"752",2466,"Dick Taylor","U.S.A.",2020,"Blend","Northerner, Madagascar and Brazil","73%","2- B,S","burnt honey, earthy",3.5
"753",2554,"Dick Taylor","U.S.A.",2021,"Jamaica","Bachelor's Hall, batch 20240","75%","2- B,S","sl. bitter, black licorice, dried fig",3.75
"754",2656,"Dick Taylor","U.S.A.",2021,"Mexico","Soconusco, Rayen Cacao Co-op, batch 21154","72%","2- B,S","dried fruit, fig, astringent, sticky",4
"755",2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, Grand Cru Plantation, amelonado","75%","4- B,S,C,L","late cocoa, harsh, off notes",2.5
"756",2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, unroasted, batch UNR-18-003","70%","4- B,S,C,L","cocoa, raw, dirty, chemical",2.75
"757",2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, batch OST-18-01","65%","4- B,S,C,L","complex, sweet, sour, grassy",3
"758",2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome","Sao Tome, batch TRI-18-002, trinitario","75%","4- B,S,C,L","bland, fatty, fruit",3
"759",1371,"Doble & Bignall","U.K.",2014,"Panama","Panama, Raven","72%","3- B,S,C","mild cherry, earthy",3.25
"760",1371,"Doble & Bignall","U.K.",2014,"Venezuela","Puerto Cabello, Mantuano","72%","3- B,S,C","fatty, rasin, nutty",3.25
"761",1407,"Doble & Bignall","U.K.",2014,"Nicaragua","Johe","72%","3- B,S,C","nutty, caramel, toffee",3.5
"762",1688,"Doble & Bignall","U.K.",2015,"Venezuela","Puerto Cabello","85%","3- B,S,C","intense, spicy, floral",3
"763",311,"Dole (Guittard)","U.S.A.",2009,"U.S.A.","O'ahu Island, N. Shore, Waialua Estate","70%",NA,"creamy, nutty, fruity",3.75
"764",63,"Dolfin (Belcolade)","Belgium",2006,"Blend","Noir","70%","3- B,S,L","acidic, astringent, unpleasant",1.5
"765",304,"Dolfin (Belcolade)","Belgium",2008,"Blend","Africa, West Africa","88%","3- B,S,L","sticky, floral",3
"766",87,"Domori","Italy",2006,"Venezuela","Sur del Lago Classificado","70%","2- B,S","long lasting, fruit",3
"767",87,"Domori","Italy",2006,"Peru","Apurimac","70%","2- B,S","floral, olive",3.25
"768",87,"Domori","Italy",2006,"Venezuela","Carenero Superior","70%","2- B,S","creamy, basic cocoa",3.5
"769",129,"Domori","Italy",2007,"Venezuela","Ocumare 61, Puertomar","75%","2- B,S","sticky, smoke, ham, earthy",3.25
"770",135,"Domori","Italy",2007,"Venezuela","Granella","60%","2- B,S","mild spice, licorice",3.25
"771",135,"Domori","Italy",2007,"Madagascar","Madagascar","70%","2- B,S","fruity, basic cocoa",3.5
"772",192,"Domori","Italy",2007,"Madagascar","Madagared","70%","2- B,S","smooth, banana, cocoa",3.5
"773",192,"Domori","Italy",2007,"Indonesia","Java, Javablond","70%","2- B,S","creamy, smokey, tobacco",3.75
"774",111,"Domori","Italy",2007,"Venezuela","Porcelana","70%","2- B,S","creamy, complex, coffee",4
"775",192,"Domori","Italy",2007,"Ecuador","Ecuador","70%","2- B,S","creamy, nuts, woody, cocoa",4
"776",192,"Domori","Italy",2007,"Venezuela","Ocumare 67, Puertofino","70%","2- B,S","creamy, mint, tobacco, olive",4
"777",227,"Domori","Italy",2008,"Venezuela","Carupano, H. San Jose","70%","2- B,S","cucumber, hot spices",3
"778",272,"Domori","Italy",2008,"Colombia","Teyuna","70%","2- B,S","creamy, woody, earthy",3
"779",272,"Domori","Italy",2008,"Blend","Blend No. 1","78%","2- B,S","sticky, grassy, coffee",3.5
"780",272,"Domori","Italy",2008,"Blend","Ilblend","70%","2- B,S","sticky, olive",3.75
"781",470,"Domori","Italy",2010,"Venezuela","Chuao, Hacienda San Jose","70%","2- B,S","subtle, caramel, sour milk",3
"782",693,"Domori","Italy",2011,"Venezuela","Canoabo, Hacienda San Jose","70%","2- B,S","smooth, intense, smoke, nut",3.5
"783",863,"Domori","Italy",2012,"Tanzania","Morogoro","70%","2- B,S","sticky, nutty",3.5
"784",863,"Domori","Italy",2012,"Venezuela","Guasare","70%","2- B,S","creamy, coffee, caramel",3.75
"785",1109,"Domori","Italy",2013,"Venezuela","IL100, H. San Jose, batch NDL3A01","100%",NA,"smooth, fruit, coffee, bitter",3
"786",1672,"Domori","Italy",2015,"Ecuador","Hacienda Victoria","70%","2- B,S","floral, well developed, creamy",3.75
"787",1672,"Domori","Italy",2015,"Venezuela","Ocumare 77","70%","2- B,S","nutty, strawberry, creamy",3.75
"788",2040,"Domori","Italy",2018,"Tanzania","Tanzania","70%","2- B,S","creamy, sticky, fruit",4
"789",1672,"Dormouse","U.K.",2015,"Venezuela","Rio Caribe, Batch 7","70%","3- B,S,C","burnt rubber, molasses",2.5
"790",1676,"Dormouse","U.K.",2015,"Colombia","Colombia, Batch 9","80%","3- B,S,C","bitter,molasses,marshmallow",2.75
"791",1676,"Dormouse","U.K.",2015,"Madagascar","Madagascar, Batch 8","77%","3- B,S,C","fruity, molasses",2.75
"792",1880,"Dormouse","U.K.",2016,"Grenada","Non Pariel Estate","75%","3- B,S*,C","licorice, molasses, rubber",2.75
"793",2052,"Dormouse","U.K.",2018,"Philippines","Kablon Farm, batch 242","71.50%","3- B,S*,C","molasses notes from sugar",2.75
"794",2052,"Dormouse","U.K.",2018,"Guatemala","Verapaz, batch 254","72%","3- B,S*,C","near perfect shine, cocoa",3.5
"795",2096,"Dormouse","U.K.",2018,"Peru","Piura, batch 274","80%","2- B,S*","molasses, fruit",3.5
"796",2696,"Dormouse","U.K.",2021,"Belize","Trio Reserve, 2020 h. batch D002","78%","3- B,S,C","molasses notes dominate",3.25
"797",2390,"Double Spiral","U.S.A.",2019,"Dominican Republic","Oko Caribe","75%","2- B,S","dry, earthy, walnut",2.5
"798",2390,"Double Spiral","U.S.A.",2019,"Tanzania","Kokoa Kamili","70%","2- B,S","dry, sour, sweet, mild fruit",2.75
"799",2390,"Double Spiral","U.S.A.",2019,"Dominican Republic","Hispaniola","75%","2- B,S","dry, cocoa, grassy, spicy",3
"800",523,"Duffy's","U.K.",2010,"Ecuador","Star of Ecuador","70%","3- B,S,C","chalky, bread, dirt",2.5
"801",516,"Duffy's","U.K.",2010,"Panama","Panama","70%","3- B,S,C","caramel and cocoa",3.5
"802",516,"Duffy's","U.K.",2010,"Ecuador","Corazon del Ecuador, Calceta beans","72%","3- B,S,C","rich cocoa, fruity, strong floral",3.75
"803",523,"Duffy's","U.K.",2010,"Peru","Star of Peru","70%","3- B,S,C","dark forest berry, spice",3.75
"804",697,"Duffy's","U.K.",2011,"Panama","Bocas del Toro, Tierra Oscura","72%","3- B,S,C","licorice, leathery",3
"805",697,"Duffy's","U.K.",2011,"Nicaragua","Nicaliso, Xoco","71%","3- B,S,C","intense, almond, coffee",3.25
"806",661,"Duffy's","U.K.",2011,"Dominican Republic","Dominican Republic","65%","3- B,S,C","heavy roast, woody, berry",3.5
"807",765,"Duffy's","U.K.",2011,"Venezuela","Ocumare","71%","3- B,S,C","intense cocoa",3.5
"808",623,"Duffy's","U.K.",2011,"Honduras","Indio Rojo, Xoco","72%","3- B,S,C","dried fruit, grapes, sour",3.75
"809",923,"Duffy's","U.K.",2012,"Venezuela","Ocumare","72%","3- B,S,C","creamy, nutty",3.75
"810",1331,"Duffy's","U.K.",2014,"Nicaragua","Chuno, Xoco","70%","4- B,S,C,L","sandy, full bodied, spicy",3.5
"811",1331,"Duffy's","U.K.",2014,"Nicaragua","Rico Rugoso, Xoco","76%","4- B,S,C,L","black pepper, rich, intense",3.75
"812",1662,"Duffy's","U.K.",2015,"Guatemala","Rio Dulce, Xoco","70%","4- B,S,C,L","intense, spicy, butterscotch",4
"813",1964,"Duffy's","U.K.",2017,"Nigeria","Eti-Oni","70%","4- B,S,C,L","candy like off flavor",2.75
"814",2100,"Duffy's","U.K.",2018,"Guatemala","Mayan Red","80%","4- B,S,C,L","intense earthy, cocoa, roasty",3.25
"815",2366,"Duffy's","U.K.",2019,"Philippines","South Cotabato","70%","4- B,S,C,L","cocoa, honey, watery, sweet",3.5
"816",2648,"Duffy's","U.K.",2021,"Nicaragua","Juno, batch 201006","70%","4- B,S,C,L","fruit, holiday spice",3.5
"817",1506,"Dulcinea","U.S.A.",2015,"Dominican Republic","Dominican Republic, batch 1507","70%","2- B,S","coarse, earthy, mild banana",3.25
"818",841,"Durand","France",2012,"Madagascar","Madagascar","82%",NA,"fatty, muted",2.75
"819",1630,"Durci","U.S.A.",2015,"Dominican Republic","Taino Secret","70%","3- B,S,C","dates, acidic, rich cocoa",3.25
"820",1630,"Durci","U.S.A.",2015,"Venezuela","Carenero, Empyrean Sabor","70%","3- B,S,C","cherry, earthy, tobacco",3.25
"821",1626,"Durci","U.S.A.",2015,"Peru","Maranon, Joya Rara","70%","3- B,S,C","sandy, orange, butterscotch",3.5
"822",1626,"Durci","U.S.A.",2015,"Venezuela","Rio Caribe, Tepui Treasure","70%","3- B,S,C","fatty, roasty, intense brownie",3.5
"823",1630,"Durci","U.S.A.",2015,"Ecuador","Corona Arriba","70%","3- B,S,C","blackberry and cinnamon",4
"824",2040,"Durci","U.S.A.",2018,"Peru","Piura Blanco","70%","3- B,S,C","smoth, dense, grape",4
"825",1343,"East Van Roasters","Canada",2014,"Peru","Peru, batch P116","70%","3- B,S,C","waxy, spicy, tobacco",3.25
"826",1343,"East Van Roasters","Canada",2014,"Madagascar","Madagascar, batch M132","70%","3- B,S,C","ultra fruity",3.5
"827",1343,"East Van Roasters","Canada",2014,"Dominican Republic","Dominican Republic, batch DR113","70%","3- B,S,C","spicy, cocoa",3.75
"828",1812,"Eau de Rose","Canada",2016,"Colombia","Tumaco","70%","3- B,S,C","dried fruit, strong floral",3.25
"829",1812,"Eau de Rose","Canada",2016,"Colombia","Arauca","70%","3- B,S,C","mild, dried fruit, chocolate",3.25
"830",919,"Eclat (Felchlin)","U.S.A.",2012,"Peru","Maranon, Good & Evil, w/ nibs","72%","3- B,S,C","buttery, burlap",2.75
"831",2358,"Eclat (Fruition)","U.S.A.",2019,"Peru","NOE, nacional/criollo, batch 1","80%","2- B,S","nutty, almond butter",3.5
"832",1876,"Edelmond","Germany",2016,"Venezuela","Porcelana","68%","2- B,S","dry, gritty, cardboard, nutty",3
"833",2534,"El Buen","U.S.A.",2020,"Madagascar","Akessons, Sambirano Valley","70%","2- B,S","molasses, red fruit, astringent",3
"834",2534,"El Buen","U.S.A.",2020,"Colombia","Tumaco","70%","2- B,S","cocoa, spice, alcohol, dirty",3
"835",252,"El Ceibo","Bolivia",2008,"Bolivia","Alto Beni","71%","4- B,S,C,L","lemon, tart, burnt, chemical",2.75
"836",709,"El Ceibo","Bolivia",2011,"Bolivia","Alto Beni, Covendo Region","75%","4- B,S,C,L","nutty, rich, red berry",3.75
"837",32,"El Rey","Venezuela",2006,"Venezuela","Carenero Superior, Gran Saman","70%","5- B,S,C,V,L","gritty, chalky, earthy, sour",2.75
"838",206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Apamate","74%","5- B,S,C,V,L","sandy, banana, sour",2.5
"839",206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Bucare","58%","5- B,S,C,V,L","gritty, sweet, banana, smoke",2.5
"840",206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Mijao","61%","5- B,S,C,V,L","muted, cherry, banana",3
"841",439,"El Rey","Venezuela",2009,"Venezuela","Rio Caribe, Cariaco","60.5%","5- B,S,C,V,L","very sweet, marshmallow",2.75
"842",439,"El Rey","Venezuela",2009,"Venezuela","Rio Caribe, Macuro","70%","5- B,S,C,V,L","sandy,bold,cherry,peanut butter",3
"843",1662,"El Rey","Venezuela",2015,"Venezuela","San Joaquin","70%","5- B,S,C,V,L","spicy, caramel, vanilla",3.75
"844",2382,"Eldora","U.S.A.",2019,"Guatemala","Polochic, batch 711","70%","3- B,S,C","cocoa, fig notes",3.5
"845",1137,"Emerald Estate","St. Lucia",2013,"St. Lucia","Emerald Estate","60%","2- B,S","low refinement, too sweet",2.75
"846",1137,"Emerald Estate","St. Lucia",2013,"St. Lucia","Emerald Estate","70%","2- B,S","sandy, tannic, earthy",3.25
"847",1450,"Emily's","Japan",2015,"Venezuela","Patanemo","79%","3- B,S,C","coarse, woody, roasty",3
"848",1454,"Emily's","Japan",2015,"Peru","Peru","78%","3- B,S,C","brownine, nutty",3.5
"849",2114,"Encuentro","France",2018,"Dominican Republic","Oko Caribe","70%","2- B,S","earthy, floral, cocoa",3.25
"850",2108,"Encuentro","France",2018,"Haiti","Pisa w/ nibs","70%","2- B,S","simple, mild cocoa, fruit",3.5
"851",2108,"Encuentro","France",2018,"Guatemala","Asochivite","70%","2- B,S","spicy, sweet,",3.5
"852",2118,"Encuentro","France",2018,"Madagascar","Bejofo","70%","2- B,S","fruity, roasty",3.5
"853",1916,"ENNA","U.S.A.",2016,"Honduras","Wampusirpi, batch 007","75%","2- B,S","carrots, heavy roast",3.25
"854",2198,"ENNA","U.S.A.",2018,"Vietnam","Ben Tre, batch 77","72%","2- B,S","intens, brownie, spicy, metal",3
"855",2350,"ENNA","U.S.A.",2019,"Sierra Leone","Gola Rainforest","70%","3- B,S,C","dirty, earthy, burnt, honey",2.5
"856",2350,"ENNA","U.S.A.",2019,"Tanzania","Kokoa Kamili","80%","3- B,S,C","fruit, dirty",3
"857",2350,"ENNA","U.S.A.",2019,"Trinidad","Maiden Voyage Estate, Herbert Pasqual","72%","3- B,S,C","muddy, raisins, nut, rubbery",3.5
"858",565,"Enric Rovira (Claudio Corallo)","Spain",2010,"Blend","Terreiro Velho P., Sao Tome & Principe","80%",NA,"unrefined, crumbly, sweet",3.25
"859",1209,"Erithaj (A. Morin)","France",2014,"Vietnam","Ham Luong","80%","3- B,S,C","mild bitter, smoke, hammy",3
"860",1205,"Erithaj (A. Morin)","France",2014,"Vietnam","Ben Tre","70%","3- B,S,C","spicy, green, long, intense",3.25
"861",1209,"Erithaj (A. Morin)","France",2014,"Vietnam","Ba Lai, Mekong Delta","74%","3- B,S,C","grit,smoke, wood, blackberry",3.25
"862",252,"Escazu","U.S.A.",2008,"Venezuela","Ocumare","72%","4- B,S,C,V","woody, cocoa",3
"863",414,"Escazu","U.S.A.",2009,"Costa Rica","Guapiles","65%","4- B,S,C,V","sticky, slight plum, medicinal",2
"864",431,"Escazu","U.S.A.",2009,"Blend","Carenero, Guapiles, Ocumare blend","74%","4- B,S,C,V","sweet, vanilla, sticky",2.75
"865",423,"Escazu","U.S.A.",2009,"Venezuela","Carenero Superior","81%","4- B,S,C,V","hazelnut, fruit, slight bitter",3.5
"866",903,"Escazu","U.S.A.",2012,"Venezuela","Rio Caribe","70%","4- B,S,C,V","nutty, ginger, off notes",2.75
"867",2570,"Escazu","U.S.A.",2021,"Blend","""Roasted Cocoa Nibs"", Latin America Blend, b.060321","65%","3- B,S,C","sweet, too few nibs, cocoa",3
"868",2570,"Escazu","U.S.A.",2021,"Colombia","Arhuacos, Sierra Nevada, batch 060221","70%","2- B,S","mild licorice, late mocha",3.5
"869",666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Peru, Madagascar","55%","4- B,S,C,V","gritty,overyly sweet,fruit punch",2.5
"870",666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Trinidad","Trinidad","55%","4- B,S,C,V","grits, very sweet, banana",2.5
"871",666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Venezuela","Porcelana","70%","4- B,S,C,V","strong vanilla, strawberry, nut",2.5
"872",672,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Venezuela, Trinidad","62%","4- B,S,C,V","gritty, sweet, vanilla, woody",2.5
"873",666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Red Vanilla","62%","4- B,S,C,V","sweet, vanilla, mild banana",2.75
"874",1275,"Ethereal","U.S.A.",2014,"Belize","Belize","80%","3- B,S,C","mild fruit, earthy",3
"875",1275,"Ethereal","U.S.A.",2014,"Ecuador","Ecuador","80%","3- B,S,C","spicy, roasty, mild bitter",3.5
"876",1275,"Ethereal","U.S.A.",2014,"Dominican Republic","Dominican Republic","80%","3- B,S,C","coarse, mild bitter, raisin",3.75
"877",2142,"Ethereal","U.S.A.",2018,"Guatemala","Guatemala","80%","3- B,S,C","prominent plum note",3.5
"878",2664,"Ethereal","U.S.A.",2021,"Uganda","Uganda","70%","3- B,S,C","sandy, basic cocoa, sweet",3
"879",2450,"Exquisito","U.S.A.",2019,"Peru","Maranon, Fortunato","73%","3- B,S,C","dominated by heavy roast",3
"880",565,"Fearless (AMMA)","U.S.A.",2010,"Brazil","Monte Alegre, D. Badaro, Raw, Organic","75%","2- B,S","perfume, floral, vanilla",2.75
"881",1736,"Feitoria Cacao","Portugal",2016,"Venezuela","Cuyagua","76%","2- B,S","fatty, sandy, nutty, off notes",2.5
"882",1736,"Feitoria Cacao","Portugal",2016,"Belize","Maya Mountain","76%","2- B,S","metallic, off notes, powdery",2.75
"883",1732,"Feitoria Cacao","Portugal",2016,"Jamaica","Blue Mountain","76%","2- B,S","roasty, spicy, nutty",3
"884",105,"Felchlin","Switzerland",2006,"Blend","Supremo- SF","62%","5- B,S,C,V,L","malitol, cocoa",2
"885",48,"Felchlin","Switzerland",2006,"Madagascar","Madagascar, Grand Cru","64%","5- B,S,C,V,L","basic cocoa, short length",3
"886",48,"Felchlin","Switzerland",2006,"Venezuela","Maracaibo Clasificado","65%","5- B,S,C,V,L","creamy, floral, complex",3
"887",105,"Felchlin","Switzerland",2006,"Dominican Republic","Elvesia P.","74%","5- B,S,C,V,L","creamy, roasty, cocoa",3
"888",48,"Felchlin","Switzerland",2006,"Ecuador","Arriba","72%","5- B,S,C,V,L","fatty, rich, spice, nutty",3.5
"889",56,"Felchlin","Switzerland",2006,"Bolivia","Alto Beni, Cru Savage","68%","5- B,S,C,V,L","complex, raspberry, cocoa",4
"890",494,"Felchlin","Switzerland",2010,"Grenada","Grenada","58%","5- B,S,C,V,L","spicey, marshmallow",3.5
"891",1283,"Finca","U.S.A.",2014,"Puerto Rico","Puerto Rico","65%","3- B,S,C","intense, molasses, sweet",2.25
"892",1287,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic","85%","3- B,S,C","intense, molasses, bitter",2.5
"893",1283,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic","80%","3- B,S,C","molasses, licorice, bitter",3
"894",1283,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic","70%","3- B,S,C","sandy, sweet, mild fruit",3.25
"895",2474,"Finnia","Canada",2020,"Honduras","Honduras","70%","3- B,S,C","off, hammy, roasty",2.75
"896",2482,"Finnia","Canada",2020,"Colombia","Chigorodo, batch 001","70%","3- B,S,C","nutty, melon, vinegar",2.75
"897",2478,"Finnia","Canada",2020,"Mexico","Mexico","70%","3- B,S,C","banana, bland, sour, off",3
"898",2486,"Finnia","Canada",2020,"Blend","Ucayali (Peru), Papua New G., Tabasco (Mexico)","70%","3- B,S,C","fruit, cocoa, fatty",3.25
"899",2398,"Firetree","U.K.",2019,"Philippines","Mindanao Island","73%","4- B,S,C,L","creamy, honey, mild hammy",3.25
"900",2394,"Firetree","U.K.",2019,"Papua New Guinea","Karkar Island","72%","4- B,S,C,L","caramel, acidic, creamy",3.5
"901",2398,"Firetree","U.K.",2019,"Solomon Islands","Guadalcanal","69%","4- B,S,C,L","plums, cocoa",3.5
"902",2398,"Firetree","U.K.",2019,"Vanuatu","Malekula Island","72%","4- B,S,C,L","cherry, cocoa, creamy",3.75
"903",2154,"Five (5)Mile","U.S.A.",2018,"Belize","Maya Mtn, batch 7C","75%","2- B,S","hammy, dried fruit",2.75
"904",2154,"Five (5)Mile","U.S.A.",2018,"Guatemala","Monte Grande, batch 18","75%","2- B,S","hammy, large grits",2.75
"905",2154,"Five (5)Mile","U.S.A.",2018,"Colombia","Tumaco, batch 23abc","75%","2- B,S","high acidity, bitter, nutty",3
"906",2150,"Five (5)Mile","U.S.A.",2018,"Dominican Republic","Oko Caribe, San Fran. De Mac.,batch A","75%","2- B,S","roasty, simple",3.5
"907",2202,"FJAK","Norway",2018,"Madagascar","Bejofo","70%","3- B,S,C","molasses, sour notes",3
"908",2206,"FJAK","Norway",2018,"India","Goground","68%","3- B,S,C","muted, mild sweet cocoa",3.5
"909",2206,"FJAK","Norway",2018,"Tanzania","Kokoa Kamili","70%","3- B,S,C","fruit, spicy mild molasses",3.5
"910",1267,"Forever Cacao","U.K.",2014,"Peru","Rio Eni","72%","3- B,S*,C","coconut, true to sugar bar",2.75
"911",1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic","Dominican Republic","70%","6-B,S,C,V,L,Sa","strong vanilla, earthy, nutty",2.75
"912",1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic","Puerto Rico","80%","6-B,S,C,V,L,Sa","vanilla, dried fruit, nuts",2.75
"913",1772,"Fossa","Singapore",2016,"Madagascar","Akesson's E., Sambirano V.","70%","2- B,S","gummy, bland, sour",2.75
"914",1776,"Fossa","Singapore",2016,"Ecuador","Camino Verde P., Balao, Guayas","75%","2- B,S","sticky, floral",3.5
"915",1776,"Fossa","Singapore",2016,"Tanzania","Kokoa Kamili Coop, Kilombero","67%","2- B,S","gummy, sandy, complex",3.75
"916",2076,"Fossa","Singapore",2018,"Dominican Republic","Oko Caribe","72%","2- B,S","coffee, acidic, astringent",2.75
"917",2072,"Fossa","Singapore",2018,"Bolivia","Alto Beni","70%","2- B,S","nuts, sour milk",3
"918",2072,"Fossa","Singapore",2018,"Indonesia","Pak Eddy Farm, Yogyakarta Region","70%","2- B,S","sandy, powdery, late sour",3
